SECURITY_ID,LTP,LTQ,LTT,ATP,VOLUME,TOTAL_SELL_QTY,TOTAL_BUY_QTY,OI,HIGHEST_OI,LOWEST_OI,DAY_OPEN_VALUE,DAY_CLOSE_VALUE,DAY_HIGH_VALUE,DAY_LOW_VALUE,DEPTH_1,DEPTH_2,DEPTH_3,DEPTH_4,DEPTH_5
44175,7.650000095367432,15,1728473378,17.610000610351562,54026025,388650,4981290,3.2887914438317727e-39,3.2887914438317727e-39,1.4725825172050205e-39,8.0,10.350000381469727,38.150001525878906,7.349999904632568,"{'BID_QTY': 2490, 'ASK_QTY': 2400, 'N_BID_ORDERS': 11, 'N_ASK_ORDERS': 13, 'BID_PRICE': 7.6, 'ASK_PRICE': 7.65}","{'BID_QTY': 6825, 'ASK_QTY': 6585, 'N_BID_ORDERS': 29, 'N_ASK_ORDERS': 31, 'BID_PRICE': 7.55, 'ASK_PRICE': 7.7}","{'BID_QTY': 12465, 'ASK_QTY': 6090, 'N_BID_ORDERS': 41, 'N_ASK_ORDERS': 31, 'BID_PRICE': 7.5, 'ASK_PRICE': 7.75}","{'BID_QTY': 3435, 'ASK_QTY': 5625, 'N_BID_ORDERS': 20, 'N_ASK_ORDERS': 25, 'BID_PRICE': 7.45, 'ASK_PRICE': 7.8}","{'BID_QTY': 2685, 'ASK_QTY': 3090, 'N_BID_ORDERS': 21, 'N_ASK_ORDERS': 15, 'BID_PRICE': 7.4, 'ASK_PRICE': 7.85}"
44175,7.650000095367432,15,1728473378,17.610000610351562,54026025,388650,4981290,3.2887914438317727e-39,3.2887914438317727e-39,1.4725825172050205e-39,8.0,10.350000381469727,38.150001525878906,7.349999904632568,"{'BID_QTY': 2490, 'ASK_QTY': 2400, 'N_BID_ORDERS': 11, 'N_ASK_ORDERS': 13, 'BID_PRICE': 7.6, 'ASK_PRICE': 7.65}","{'BID_QTY': 6825, 'ASK_QTY': 6585, 'N_BID_ORDERS': 29, 'N_ASK_ORDERS': 31, 'BID_PRICE': 7.55, 'ASK_PRICE': 7.7}","{'BID_QTY': 12465, 'ASK_QTY': 6090, 'N_BID_ORDERS': 41, 'N_ASK_ORDERS': 31, 'BID_PRICE': 7.5, 'ASK_PRICE': 7.75}","{'BID_QTY': 3435, 'ASK_QTY': 5625, 'N_BID_ORDERS': 20, 'N_ASK_ORDERS': 25, 'BID_PRICE': 7.45, 'ASK_PRICE': 7.8}","{'BID_QTY': 2685, 'ASK_QTY': 3090, 'N_BID_ORDERS': 21, 'N_ASK_ORDERS': 15, 'BID_PRICE': 7.4, 'ASK_PRICE': 7.85}"
44175,7.650000095367432,15,1728473379,17.610000610351562,54027750,387300,4980780,3.2887914438317727e-39,3.2887914438317727e-39,1.4725825172050205e-39,8.0,10.350000381469727,38.150001525878906,7.349999904632568,"{'BID_QTY': 3090, 'ASK_QTY': 1710, 'N_BID_ORDERS': 13, 'N_ASK_ORDERS': 7, 'BID_PRICE': 7.6, 'ASK_PRICE': 7.65}","{'BID_QTY': 7065, 'ASK_QTY': 6180, 'N_BID_ORDERS': 30, 'N_ASK_ORDERS': 24, 'BID_PRICE': 7.55, 'ASK_PRICE': 7.7}","{'BID_QTY': 12045, 'ASK_QTY': 4845, 'N_BID_ORDERS': 42, 'N_ASK_ORDERS': 29, 'BID_PRICE': 7.5, 'ASK_PRICE': 7.75}","{'BID_QTY': 2970, 'ASK_QTY': 6750, 'N_BID_ORDERS': 18, 'N_ASK_ORDERS': 32, 'BID_PRICE': 7.45, 'ASK_PRICE': 7.8}","{'BID_QTY': 2640, 'ASK_QTY': 3570, 'N_BID_ORDERS': 20, 'N_ASK_ORDERS': 15, 'BID_PRICE': 7.4, 'ASK_PRICE': 7.85}"
44175,7.650000095367432,15,1728473379,17.610000610351562,54027750,387300,4980780,3.2887914438317727e-39,3.2887914438317727e-39,1.4725825172050205e-39,8.0,10.350000381469727,38.150001525878906,7.349999904632568,"{'BID_QTY': 3090, 'ASK_QTY': 1710, 'N_BID_ORDERS': 13, 'N_ASK_ORDERS': 7, 'BID_PRICE': 7.6, 'ASK_PRICE': 7.65}","{'BID_QTY': 7065, 'ASK_QTY': 6180, 'N_BID_ORDERS': 30, 'N_ASK_ORDERS': 24, 'BID_PRICE': 7.55, 'ASK_PRICE': 7.7}","{'BID_QTY': 12045, 'ASK_QTY': 4845, 'N_BID_ORDERS': 42, 'N_ASK_ORDERS': 29, 'BID_PRICE': 7.5, 'ASK_PRICE': 7.75}","{'BID_QTY': 2970, 'ASK_QTY': 6750, 'N_BID_ORDERS': 18, 'N_ASK_ORDERS': 32, 'BID_PRICE': 7.45, 'ASK_PRICE': 7.8}","{'BID_QTY': 2640, 'ASK_QTY': 3570, 'N_BID_ORDERS': 20, 'N_ASK_ORDERS': 15, 'BID_PRICE': 7.4, 'ASK_PRICE': 7.85}"
44175,7.75,30,1728473380,17.610000610351562,54029985,377880,4991730,3.2887914438317727e-39,3.2887914438317727e-39,1.4725825172050205e-39,8.0,10.350000381469727,38.150001525878906,7.349999904632568,"{'BID_QTY': 4410, 'ASK_QTY': 435, 'N_BID_ORDERS': 13, 'N_ASK_ORDERS': 4, 'BID_PRICE': 7.7, 'ASK_PRICE': 7.75}","{'BID_QTY': 6435, 'ASK_QTY': 5280, 'N_BID_ORDERS': 24, 'N_ASK_ORDERS': 28, 'BID_PRICE': 7.65, 'ASK_PRICE': 7.8}","{'BID_QTY': 6675, 'ASK_QTY': 4905, 'N_BID_ORDERS': 23, 'N_ASK_ORDERS': 25, 'BID_PRICE': 7.6, 'ASK_PRICE': 7.85}","{'BID_QTY': 3840, 'ASK_QTY': 5700, 'N_BID_ORDERS': 20, 'N_ASK_ORDERS': 23, 'BID_PRICE': 7.55, 'ASK_PRICE': 7.9}","{'BID_QTY': 9255, 'ASK_QTY': 2970, 'N_BID_ORDERS': 38, 'N_ASK_ORDERS': 15, 'BID_PRICE': 7.5, 'ASK_PRICE': 7.95}"
44175,7.75,30,1728473380,17.610000610351562,54029985,377880,4991730,3.2887914438317727e-39,3.2887914438317727e-39,1.4725825172050205e-39,8.0,10.350000381469727,38.150001525878906,7.349999904632568,"{'BID_QTY': 4410, 'ASK_QTY': 435, 'N_BID_ORDERS': 13, 'N_ASK_ORDERS': 4, 'BID_PRICE': 7.7, 'ASK_PRICE': 7.75}","{'BID_QTY': 6435, 'ASK_QTY': 5280, 'N_BID_ORDERS': 24, 'N_ASK_ORDERS': 28, 'BID_PRICE': 7.65, 'ASK_PRICE': 7.8}","{'BID_QTY': 6675, 'ASK_QTY': 4905, 'N_BID_ORDERS': 23, 'N_ASK_ORDERS': 25, 'BID_PRICE': 7.6, 'ASK_PRICE': 7.85}","{'BID_QTY': 3840, 'ASK_QTY': 5700, 'N_BID_ORDERS': 20, 'N_ASK_ORDERS': 23, 'BID_PRICE': 7.55, 'ASK_PRICE': 7.9}","{'BID_QTY': 9255, 'ASK_QTY': 2970, 'N_BID_ORDERS': 38, 'N_ASK_ORDERS': 15, 'BID_PRICE': 7.5, 'ASK_PRICE': 7.95}"
44175,7.75,15,1728473381,17.610000610351562,54031515,379545,4992585,3.2887914438317727e-39,3.2887914438317727e-39,1.4725825172050205e-39,8.0,10.350000381469727,38.150001525878906,7.349999904632568,"{'BID_QTY': 5520, 'ASK_QTY': 5130, 'N_BID_ORDERS': 18, 'N_ASK_ORDERS': 26, 'BID_PRICE': 7.7, 'ASK_PRICE': 7.8}","{'BID_QTY': 6360, 'ASK_QTY': 4800, 'N_BID_ORDERS': 25, 'N_ASK_ORDERS': 25, 'BID_PRICE': 7.65, 'ASK_PRICE': 7.85}","{'BID_QTY': 7470, 'ASK_QTY': 6000, 'N_BID_ORDERS': 26, 'N_ASK_ORDERS': 25, 'BID_PRICE': 7.6, 'ASK_PRICE': 7.9}","{'BID_QTY': 3150, 'ASK_QTY': 3045, 'N_BID_ORDERS': 15, 'N_ASK_ORDERS': 19, 'BID_PRICE': 7.55, 'ASK_PRICE': 7.95}","{'BID_QTY': 10215, 'ASK_QTY': 4185, 'N_BID_ORDERS': 40, 'N_ASK_ORDERS': 16, 'BID_PRICE': 7.5, 'ASK_PRICE': 8.0}"
44175,7.75,15,1728473381,17.610000610351562,54031515,379545,4992585,3.2887914438317727e-39,3.2887914438317727e-39,1.4725825172050205e-39,8.0,10.350000381469727,38.150001525878906,7.349999904632568,"{'BID_QTY': 5520, 'ASK_QTY': 5130, 'N_BID_ORDERS': 18, 'N_ASK_ORDERS': 26, 'BID_PRICE': 7.7, 'ASK_PRICE': 7.8}","{'BID_QTY': 6360, 'ASK_QTY': 4800, 'N_BID_ORDERS': 25, 'N_ASK_ORDERS': 25, 'BID_PRICE': 7.65, 'ASK_PRICE': 7.85}","{'BID_QTY': 7470, 'ASK_QTY': 6000, 'N_BID_ORDERS': 26, 'N_ASK_ORDERS': 25, 'BID_PRICE': 7.6, 'ASK_PRICE': 7.9}","{'BID_QTY': 3150, 'ASK_QTY': 3045, 'N_BID_ORDERS': 15, 'N_ASK_ORDERS': 19, 'BID_PRICE': 7.55, 'ASK_PRICE': 7.95}","{'BID_QTY': 10215, 'ASK_QTY': 4185, 'N_BID_ORDERS': 40, 'N_ASK_ORDERS': 16, 'BID_PRICE': 7.5, 'ASK_PRICE': 8.0}"
44175,7.800000190734863,15,1728473382,17.610000610351562,54032940,377025,4995060,3.2887914438317727e-39,3.2887914438317727e-39,1.4725825172050205e-39,8.0,10.350000381469727,38.150001525878906,7.349999904632568,"{'BID_QTY': 1440, 'ASK_QTY': 4095, 'N_BID_ORDERS': 7, 'N_ASK_ORDERS': 19, 'BID_PRICE': 7.8, 'ASK_PRICE': 7.85}","{'BID_QTY': 6015, 'ASK_QTY': 5730, 'N_BID_ORDERS': 27, 'N_ASK_ORDERS': 27, 'BID_PRICE': 7.75, 'ASK_PRICE': 7.9}","{'BID_QTY': 7575, 'ASK_QTY': 4005, 'N_BID_ORDERS': 30, 'N_ASK_ORDERS': 27, 'BID_PRICE': 7.7, 'ASK_PRICE': 7.95}","{'BID_QTY': 5130, 'ASK_QTY': 5370, 'N_BID_ORDERS': 22, 'N_ASK_ORDERS': 23, 'BID_PRICE': 7.65, 'ASK_PRICE': 8.0}","{'BID_QTY': 5520, 'ASK_QTY': 2640, 'N_BID_ORDERS': 19, 'N_ASK_ORDERS': 15, 'BID_PRICE': 7.6, 'ASK_PRICE': 8.05}"
44175,7.800000190734863,15,1728473382,17.610000610351562,54032940,377025,4995060,3.2887914438317727e-39,3.2887914438317727e-39,1.4725825172050205e-39,8.0,10.350000381469727,38.150001525878906,7.349999904632568,"{'BID_QTY': 1440, 'ASK_QTY': 4095, 'N_BID_ORDERS': 7, 'N_ASK_ORDERS': 19, 'BID_PRICE': 7.8, 'ASK_PRICE': 7.85}","{'BID_QTY': 6015, 'ASK_QTY': 5730, 'N_BID_ORDERS': 27, 'N_ASK_ORDERS': 27, 'BID_PRICE': 7.75, 'ASK_PRICE': 7.9}","{'BID_QTY': 7575, 'ASK_QTY': 4005, 'N_BID_ORDERS': 30, 'N_ASK_ORDERS': 27, 'BID_PRICE': 7.7, 'ASK_PRICE': 7.95}","{'BID_QTY': 5130, 'ASK_QTY': 5370, 'N_BID_ORDERS': 22, 'N_ASK_ORDERS': 23, 'BID_PRICE': 7.65, 'ASK_PRICE': 8.0}","{'BID_QTY': 5520, 'ASK_QTY': 2640, 'N_BID_ORDERS': 19, 'N_ASK_ORDERS': 15, 'BID_PRICE': 7.6, 'ASK_PRICE': 8.05}"
